taxonomy_old	taxonomy_new	taxonomy_id_new
k__Bacteria|p__Verrucomicrobia|c__CFGB4616|o__OFGB4616|f__FGB4616|g__GGB80057|s__GGB80057_SGB83647|t__SGB83647	k__Bacteria|p__Verrucomicrobia|c__CFGB4295|o__OFGB4295|f__FGB4295|g__GGB25679|s__GGB25679_SGB83647|t__SGB83647	2|74201||||||
k__Bacteria|p__Firmicutes|c__CFGB1320|o__OFGB1320|f__FGB1320|g__GGB3160|s__GGB3160_SGB54356|t__SGB54356	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB3160|s__GGB3160_SGB54356|t__SGB54356	2|1239|186801|186802|216572|||
k__Bacteria|p__Firmicutes|c__CFGB76236|o__OFGB76236|f__FGB76236|g__GGB28761|s__GGB28761_SGB94892|t__SGB94892	k__Bacteria|p__Firmicutes|c__CFGB6645|o__OFGB6645|f__FGB6645|g__GGB28989|s__GGB28989_SGB94892|t__SGB94892	2|1239||||||
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__GGB43207|s__GGB43207_SGB60501|t__SGB60501	k__Bacteria|p__Proteobacteria|c__CFGB43207|o__OFGB43207|f__FGB43207|g__GGB43207|s__GGB43207_SGB60501|t__SGB60501	2|1224||||||
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__GGB4550|s__GGB4550_SGB6272|t__SGB6272	k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765|f__FGB1765|g__GGB4550|s__GGB4550_SGB6272|t__SGB6272	2|1239||||||
k__Bacteria|p__Candidatus_Saccharibacteria|c__CFGB3846|o__OFGB3846|f__FGB3846|g__GGB11821|s__GGB11821_SGB18568|t__SGB18568	k__Bacteria|p__Candidatus_Parcubacteria|c__CFGB3846|o__OFGB3846|f__FGB3846|g__GGB11821|s__GGB11821_SGB18568|t__SGB18568	2|221216||||||
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_unclassified_SGB65066|t__SGB65066	k__Bacteria|p__Firmicutes|c__CFGB75090|o__OFGB75090|f__FGB75090|g__GGB47139|s__GGB47139_SGB65066|t__SGB65066	2|1239||||||
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB79857|s__GGB79857_SGB42426|t__SGB42426	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB29622|s__GGB29622_SGB42426|t__SGB42426	2|1239|186801|186802|216572|||
k__Bacteria|p__Proteobacteria|c__CFGB76404|o__OFGB76404|f__FGB76404|g__GGB77489|s__GGB77489_SGB107006|t__SGB107006	k__Bacteria|p__Proteobacteria|c__CFGB2404|o__OFGB2404|f__FGB2404|g__GGB78919|s__GGB78919_SGB107006|t__SGB107006	2|1224||||||
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__GGB79650|s__GGB79650_SGB43328|t__SGB43328	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB79564|s__GGB79564_SGB43328|t__SGB43328	2|1239|186801|||||
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_SGB14781|t__SGB14781	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Slackia|s__Slackia_SGB14781|t__SGB14781	2|201174|84998|1643822|1643826|84108||
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__GGB27395|s__GGB27395_SGB39666|t__SGB39666	k__Archaea|p__Candidatus_Thermoplasmatota|c__CFGB32152|o__OFGB32152|f__FGB32152|g__GGB27395|s__GGB27395_SGB39666|t__SGB39666	2157|2283796||||||
k__Bacteria|p__Firmicutes|c__CFGB75721|o__OFGB75721|f__FGB75721|g__GGB48667|s__GGB48667_SGB72905|t__SGB72905	k__Bacteria|p__Firmicutes|c__CFGB3035|o__OFGB3035|f__FGB3035|g__GGB48667|s__GGB48667_SGB72905|t__SGB72905	2|1239||||||
k__Bacteria|p__Firmicutes|c__CFGB9301|o__OFGB9301|f__FGB9301|g__GGB53985|s__GGB53985_SGB6367|t__SGB6367	k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765|f__FGB1765|g__GGB4603|s__GGB4603_SGB6367|t__SGB6367	2|1239||||||
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__GGB9673|s__GGB9673_SGB15172|t__SGB15172	k__Bacteria|p__Firmicutes|c__CFGB3054|o__OFGB3054|f__FGB3054|g__GGB9673|s__GGB9673_SGB15172|t__SGB15172	2|1239||||||
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__GGB9700|s__GGB9700_SGB15217|t__SGB15217	k__Bacteria|p__Firmicutes|c__CFGB45555|o__OFGB45555|f__FGB45555|g__GGB9700|s__GGB9700_SGB15217|t__SGB15217	2|1239||||||
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__GGB27890|s__GGB27890_SGB40324|t__SGB40324	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__GGB27890|s__GGB27890_SGB40324|t__SGB40324	2|976|200643|171549|2005473|||
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB28472|s__GGB28472_SGB41630|t__SGB41630	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB28930|s__GGB28930_SGB41630|t__SGB41630	2|1239|186801|186802|31979|||
k__Archaea|p__Crenarchaeota|c__CFGB76453|o__OFGB76453|f__FGB76453|g__GGB74711|s__GGB74711_SGB74851|t__SGB74851	k__Archaea|p__Crenarchaeota|c__CFGB75096|o__OFGB75096|f__FGB75096|g__GGB74711|s__GGB74711_SGB74851|t__SGB74851	2157|28889||||||
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__GGB27318|s__GGB27318_SGB39562|t__SGB39562	k__Archaea|p__Candidatus_Thermoplasmatota|c__CFGB54018|o__OFGB54018|f__FGB54018|g__GGB27318|s__GGB27318_SGB39562|t__SGB39562	2157|2283796||||||
k__Bacteria|p__Bacteroidetes|c__CFGB76015|o__OFGB76015|f__FGB76015|g__GGB1228|s__GGB1228_SGB1601|t__SGB1601	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB1228|s__GGB1228_SGB1601|t__SGB1601	2|976|200643|171549|171552|||
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Gammaproteobacteria_unclassified|f__Gammaproteobacteria_unclassified|g__GGB79608|s__GGB79608_SGB91308|t__SGB91308	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Gammaproteobacteria_unclassified|f__Gammaproteobacteria_unclassified|g__GGB77094|s__GGB77094_SGB91308|t__SGB91308	2|1224|1236|||||
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_SGB92466|t__SGB92466	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales|f__Porticoccaceae|g__Porticoccaceae_unclassified|s__Porticoccaceae_unclassified_SGB92466|t__SGB92466	2|1224|1236|1706369|1706374|||
k__Bacteria|p__Firmicutes|c__CFGB76465|o__OFGB76465|f__FGB76465|g__GGB80140|s__GGB80140_SGB15224|t__SGB15224	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB13489|s__GGB13489_SGB15224|t__SGB15224	2|1239|186801|186802|216572|||
k__Bacteria|p__Firmicutes|c__CFGB76074|o__OFGB76074|f__FGB76074|g__GGB28948|s__GGB28948_SGB41654|t__SGB41654	k__Bacteria|p__Firmicutes|c__CFGB9644|o__OFGB9644|f__FGB9644|g__GGB28948|s__GGB28948_SGB41654|t__SGB41654	2|1239||||||
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__GGB33512|s__GGB33512_SGB15203|t__SGB15203	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB33512|s__GGB33512_SGB15203|t__SGB15203	2|1239|186801|||||
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__GGB57973|s__GGB57973_SGB79593|t__SGB79593	k__Bacteria|p__Firmicutes|c__CFGB25007|o__OFGB25007|f__FGB25007|g__GGB57973|s__GGB57973_SGB79593|t__SGB79593	2|1239||||||
k__Bacteria|p__Firmicutes|c__CFGB76102|o__OFGB76102|f__FGB76102|g__GGB3548|s__GGB3548_SGB4744|t__SGB4744	k__Bacteria|p__Firmicutes|c__CFGB74538|o__OFGB74538|f__FGB74538|g__GGB3548|s__GGB3548_SGB4744|t__SGB4744	2|1239||||||
k__Bacteria|p__Firmicutes|c__CFGB76308|o__OFGB76308|f__FGB76308|g__GGB70453|s__GGB70453_SGB94876|t__SGB94876	k__Bacteria|p__Firmicutes|c__CFGB9633|o__OFGB9633|f__FGB9633|g__GGB70453|s__GGB70453_SGB94876|t__SGB94876	2|1239||||||
k__Bacteria|p__Firmicutes|c__CFGB76586|o__OFGB76586|f__FGB76586|g__GGB3228|s__GGB3228_SGB95007|t__SGB95007	k__Bacteria|p__Firmicutes|c__CFGB40230|o__OFGB40230|f__FGB40230|g__GGB3228|s__GGB3228_SGB95007|t__SGB95007	2|1239||||||
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_SGB14792|t__SGB14792	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__GGB9423|s__GGB9423_SGB14792|t__SGB14792	2|201174|84998|1643822|1643826|||
k__Bacteria|p__Candidatus_Kryptonia|c__CFGB8604|o__OFGB8604|f__FGB8604|g__GGB33824|s__GGB33824_SGB80782|t__SGB80782	k__Bacteria|p__Bacteroidetes|c__CFGB8604|o__OFGB8604|f__FGB8604|g__GGB33824|s__GGB33824_SGB80782|t__SGB80782	2|976||||||
k__Bacteria|p__Bacteroidetes|c__CFGB4383|o__OFGB4383|f__FGB4383|g__GGB13047|s__GGB13047_SGB20221|t__SGB20221	k__Bacteria|p__Bacteroidetes|c__CFGB4441|o__OFGB4441|f__FGB4441|g__GGB13047|s__GGB13047_SGB20221|t__SGB20221	2|976||||||
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__GGB6439|s__GGB6439_SGB9118|t__SGB9118	k__Bacteria|p__Proteobacteria|c__CFGB75390|o__OFGB75390|f__FGB75390|g__GGB6439|s__GGB6439_SGB9118|t__SGB9118	2|1224||||||
k__Bacteria|p__Firmicutes|c__CFGB76515|o__OFGB76515|f__FGB76515|g__GGB3118|s__GGB3118_SGB4130|t__SGB4130	k__Bacteria|p__Firmicutes|c__CFGB1298|o__OFGB1298|f__FGB1298|g__GGB3118|s__GGB3118_SGB4130|t__SGB4130	2|1239||||||
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Methylobacteriaceae|g__Methylobacterium|s__Methylobacterium_SGB17145|t__SGB17145	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_SGB17145|t__SGB17145	2|201174|1760|2037|2049|1654||
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae|g__Abiotrophia|s__Abiotrophia_SGB2127|t__SGB2127	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__GGB1544|s__GGB1544_SGB2127|t__SGB2127	2|976|200643|171549|2005473|||
k__Bacteria|p__Firmicutes|c__CFGB9506|o__OFGB9506|f__FGB9506|g__GGB42344|s__GGB42344_SGB59512|t__SGB59512	k__Bacteria|p__Firmicutes|c__CFGB74620|o__OFGB74620|f__FGB74620|g__GGB42344|s__GGB42344_SGB59512|t__SGB59512	2|1239||||||
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Christensenellaceae|g__Christensenella|s__Christensenella_SGB41486|t__SGB41486	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB28830|s__GGB28830_SGB41486|t__SGB41486	2|1239|186801|186802|186803|||
k__Bacteria|p__Firmicutes|c__CFGB73217|o__OFGB73217|f__FGB73217|g__GGB28956|s__GGB28956_SGB41665|t__SGB41665	k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified|g__GGB28956|s__GGB28956_SGB41665|t__SGB41665	2|||||||
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__GGB68786|s__GGB68786_SGB92792|t__SGB92792	k__Bacteria|p__Proteobacteria|c__CFGB60358|o__OFGB60358|f__FGB60358|g__GGB68786|s__GGB68786_SGB92792|t__SGB92792	2|1224||||||
k__Bacteria|p__Bacteroidetes|c__CFGB76183|o__OFGB76183|f__FGB76183|g__GGB27774|s__GGB27774_SGB40188|t__SGB40188	k__Bacteria|p__Bacteroidetes|c__CFGB1670|o__OFGB1670|f__FGB1670|g__GGB27774|s__GGB27774_SGB40188|t__SGB40188	2|976||||||
k__Bacteria|p__Bacteria_unclassified|c__CFGB8118|o__OFGB8118|f__FGB8118|g__GGB29008|s__GGB29008_SGB41727|t__SGB41727	k__Bacteria|p__Firmicutes|c__CFGB8118|o__OFGB8118|f__FGB8118|g__GGB29008|s__GGB29008_SGB41727|t__SGB41727	2|1239||||||
k__Bacteria|p__Bacteria_unclassified|c__CFGB49426|o__OFGB49426|f__FGB49426|g__GGB28888|s__GGB28888_SGB41569|t__SGB41569	k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified|g__GGB28888|s__GGB28888_SGB41569|t__SGB41569	2|||||||
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__GGB9717|s__GGB9717_SGB15270|t__SGB15270	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB13476|s__GGB13476_SGB15270|t__SGB15270	2|1239|186801|||||
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB79920|s__GGB79920_SGB4920|t__SGB4920	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB3632|s__GGB3632_SGB4920|t__SGB4920	2|1239|186801|186802|186803|||
k__Bacteria|p__Chloroflexi|c__CFGB22434|o__OFGB22434|f__FGB22434|g__GGB51004|s__GGB51004_SGB71215|t__SGB71215	k__Bacteria|p__Proteobacteria|c__CFGB22434|o__OFGB22434|f__FGB22434|g__GGB51004|s__GGB51004_SGB71215|t__SGB71215	2|1224||||||
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__GGB9598|s__GGB9598_SGB72886|t__SGB72886	k__Bacteria|p__Firmicutes|c__CFGB3035|o__OFGB3035|f__FGB3035|g__GGB9598|s__GGB9598_SGB72886|t__SGB72886	2|1239||||||
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__GGB1517|s__GGB1517_SGB14930|t__SGB14930	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB9530|s__GGB9530_SGB14930|t__SGB14930	2|1239|186801|||||
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB28865|s__GGB28865_SGB43001|t__SGB43001	k__Bacteria|p__Firmicutes|c__CFGB3023|o__OFGB3023|f__FGB3023|g__GGB30089|s__GGB30089_SGB43001|t__SGB43001	2|1239||||||
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__GGB79864|s__GGB79864_SGB44483|t__SGB44483	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__GGB31189|s__GGB31189_SGB44483|t__SGB44483	2|1239|526524|526525|128827|||
k__Bacteria|p__Armatimonadetes|c__CFGB72653|o__OFGB72653|f__FGB72653|g__GGB25915|s__GGB25915_SGB37905|t__SGB37905	k__Bacteria|p__Armatimonadetes|c__CFGB8562|o__OFGB8562|f__FGB8562|g__GGB25915|s__GGB25915_SGB37905|t__SGB37905	2|67819||||||
k__Bacteria|p__Firmicutes|c__CFGB76244|o__OFGB76244|f__FGB76244|g__GGB28967|s__GGB28967_SGB41417|t__SGB41417	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB28766|s__GGB28766_SGB41417|t__SGB41417	2|1239|186801|186802|186803|||
k__Bacteria|p__Firmicutes|c__CFGB28877|o__OFGB28877|f__FGB28877|g__GGB29000|s__GGB29000_SGB41716|t__SGB41716	k__Bacteria|p__Firmicutes|c__CFGB9657|o__OFGB9657|f__FGB9657|g__GGB29000|s__GGB29000_SGB41716|t__SGB41716	2|1239||||||
k__Bacteria|p__Firmicutes|c__CFGB28820|o__OFGB28820|f__FGB28820|g__GGB75087|s__GGB75087_SGB102254|t__SGB102254	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB75087|s__GGB75087_SGB102254|t__SGB102254	2|1239|186801|186802|186803|||
k__Bacteria|p__Bacteroidetes|c__Chitinophagia|o__Chitinophagales|f__Chitinophagaceae|g__GGB79858|s__GGB79858_SGB95202|t__SGB95202	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB70757|s__GGB70757_SGB95202|t__SGB95202	2|1239|186801|186802|186803|||
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__GGB33512|s__GGB33512_SGB15201|t__SGB15201	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB33512|s__GGB33512_SGB15201|t__SGB15201	2|1239|186801|||||
k__Bacteria|p__Proteobacteria|c__CFGB2429|o__OFGB2429|f__FGB2429|g__GGB80073|s__GGB80073_SGB9385|t__SGB9385	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Oxalobacter|s__Oxalobacter_SGB9385|t__SGB9385	2|1224|28216|80840|75682|846||
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Erwiniaceae|g__Mixta|s__Mixta_SGB91189|t__SGB91189	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__GGB67417|s__GGB67417_SGB91189|t__SGB91189	2|1224|28211|204455|31989|||
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__GGB4722|s__GGB4722_SGB6538|t__SGB6538	k__Bacteria|p__Firmicutes|c__CFGB1780|o__OFGB1780|f__FGB1780|g__GGB4722|s__GGB4722_SGB6538|t__SGB6538	2|1239||||||
k__Bacteria|p__Planctomycetes|c__CFGB76681|o__OFGB76681|f__FGB76681|g__GGB45762|s__GGB45762_SGB63485|t__SGB63485	k__Bacteria|p__Planctomycetes|c__CFGB10929|o__OFGB10929|f__FGB10929|g__GGB45762|s__GGB45762_SGB63485|t__SGB63485	2|203682||||||
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_unclassified|o__Candidatus_Saccharibacteria_unclassified|f__Candidatus_Saccharibacteria_unclassified|g__GGB75729|s__GGB75729_SGB102607|t__SGB102607	k__Bacteria|p__Candidatus_Saccharibacteria|c__CFGB9318|o__OFGB9318|f__FGB9318|g__GGB75729|s__GGB75729_SGB102607|t__SGB102607	2|95818||||||
k__Bacteria|p__Firmicutes|c__CFGB76782|o__OFGB76782|f__FGB76782|g__GGB45596|s__GGB45596_SGB63306|t__SGB63306	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB45596|s__GGB45596_SGB63306|t__SGB63306	2|1239|186801|186802|216572|||
k__Bacteria|p__Firmicutes|c__CFGB76586|o__OFGB76586|f__FGB76586|g__GGB42467|s__GGB42467_SGB59642|t__SGB59642	k__Bacteria|p__Firmicutes|c__CFGB40230|o__OFGB40230|f__FGB40230|g__GGB42467|s__GGB42467_SGB59642|t__SGB59642	2|1239||||||
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__GGB27317|s__GGB27317_SGB39561|t__SGB39561	k__Archaea|p__Candidatus_Thermoplasmatota|c__CFGB54018|o__OFGB54018|f__FGB54018|g__GGB27317|s__GGB27317_SGB39561|t__SGB39561	2157|2283796||||||
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Achromobacter|s__Achromobacter_SGB14223|t__SGB14223	k__Bacteria|p__Firmicutes|c__CFGB2937|o__OFGB2937|f__FGB2937|g__GGB9271|s__GGB9271_SGB14223|t__SGB14223	2|1239||||||
k__Bacteria|p__Candidatus_Saccharibacteria|c__CFGB76078|o__OFGB76078|f__FGB76078|g__GGB27484|s__GGB27484_SGB39780|t__SGB39780	k__Bacteria|p__Candidatus_Saccharibacteria|c__CFGB9318|o__OFGB9318|f__FGB9318|g__GGB27484|s__GGB27484_SGB39780|t__SGB39780	2|95818||||||
k__Bacteria|p__Firmicutes|c__CFGB76352|o__OFGB76352|f__FGB76352|g__GGB4571|s__GGB4571_SGB6320|t__SGB6320	k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765|f__FGB1765|g__GGB4571|s__GGB4571_SGB6320|t__SGB6320	2|1239||||||
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Halomonas|s__Halomonas_SGB40985|t__SGB40985	k__Bacteria|p__Firmicutes|c__CFGB2838|o__OFGB2838|f__FGB2838|g__GGB28403|s__GGB28403_SGB40985|t__SGB40985	2|1239||||||
k__Bacteria|p__Candidatus_Parcubacteria|c__CFGB3521|o__OFGB3521|f__FGB3521|g__GGB61991|s__GGB61991_SGB84127|t__SGB84127	k__Bacteria|p__Candidatus_Saccharibacteria|c__CFGB3521|o__OFGB3521|f__FGB3521|g__GGB61991|s__GGB61991_SGB84127|t__SGB84127	2|95818||||||
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__GGB79654|s__GGB79654_SGB5063|t__SGB5063	k__Bacteria|p__Firmicutes|c__CFGB1474|o__OFGB1474|f__FGB1474|g__GGB3731|s__GGB3731_SGB5063|t__SGB5063	2|1239||||||
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB45215|s__GGB45215_SGB62735|t__SGB62735	k__Bacteria|p__Chloroflexi|c__Chloroflexi_unclassified|o__Chloroflexi_unclassified|f__Chloroflexi_unclassified|g__GGB45215|s__GGB45215_SGB62735|t__SGB62735	2|200795||||||
k__Bacteria|p__Firmicutes|c__CFGB76329|o__OFGB76329|f__FGB76329|g__GGB79420|s__GGB79420_SGB105987|t__SGB105987	k__Bacteria|p__Firmicutes|c__CFGB74539|o__OFGB74539|f__FGB74539|g__GGB78999|s__GGB78999_SGB105987|t__SGB105987	2|1239||||||
k__Bacteria|p__Acidobacteria|c__Holophagae|o__Holophagales|f__Holophagaceae|g__GGB35225|s__GGB35225_SGB62302|t__SGB62302	k__Bacteria|p__Acidobacteria|c__Holophagae|o__Holophagales|f__Holophagaceae|g__Geothrix|s__Geothrix_SGB62302|t__SGB62302	2|57723|533205|574975|574976|44675||
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB26137|s__GGB26137_SGB38149|t__SGB38149	k__Bacteria|p__Proteobacteria|c__CFGB8686|o__OFGB8686|f__FGB8686|g__GGB26137|s__GGB26137_SGB38149|t__SGB38149	2|1224||||||
k__Bacteria|p__Firmicutes|c__CFGB9397|o__OFGB9397|f__FGB9397|g__GGB79926|s__GGB79926_SGB43248|t__SGB43248	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB30286|s__GGB30286_SGB43248|t__SGB43248	2|1239|186801|||||
k__Bacteria|p__Bacteroidetes|c__CFGB76132|o__OFGB76132|f__FGB76132|g__GGB77003|s__GGB77003_SGB104903|t__SGB104903	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__GGB79698|s__GGB79698_SGB104903|t__SGB104903	2|976|200643|171549|815|||
k__Bacteria|p__Bacteria_unclassified|c__CFGB76064|o__OFGB76064|f__FGB76064|g__GGB28894|s__GGB28894_SGB41575|t__SGB41575	k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified|g__GGB28894|s__GGB28894_SGB41575|t__SGB41575	2|||||||
k__Bacteria|p__Bacteroidetes|c__CFGB35473|o__OFGB35473|f__FGB35473|g__GGB1102|s__GGB1102_SGB1416|t__SGB1416	k__Bacteria|p__Bacteroidetes|c__CFGB536|o__OFGB536|f__FGB536|g__GGB1102|s__GGB1102_SGB1416|t__SGB1416	2|976||||||
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__GGB4579|s__GGB4579_SGB6329|t__SGB6329	k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765|f__FGB1765|g__GGB4579|s__GGB4579_SGB6329|t__SGB6329	2|1239||||||
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__GGB4555|s__GGB4555_SGB6286|t__SGB6286	k__Bacteria|p__Firmicutes|c__CFGB10341|o__OFGB10341|f__FGB10341|g__GGB4555|s__GGB4555_SGB6286|t__SGB6286	2|1239||||||
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__GGB9747|s__GGB9747_SGB15355|t__SGB15355	k__Bacteria|p__Firmicutes|c__CFGB3062|o__OFGB3062|f__FGB3062|g__GGB9747|s__GGB9747_SGB15355|t__SGB15355	2|1239||||||
k__Bacteria|p__Firmicutes|c__CFGB76462|o__OFGB76462|f__FGB76462|g__GGB74802|s__GGB74802_SGB47402|t__SGB47402	k__Bacteria|p__Firmicutes|c__CFGB11257|o__OFGB11257|f__FGB11257|g__GGB74802|s__GGB74802_SGB47402|t__SGB47402	2|1239||||||
k__Bacteria|p__Proteobacteria|c__CFGB2107|o__OFGB2107|f__FGB2107|g__GGB59240|s__GGB59240_SGB81015|t__SGB81015	k__Bacteria|p__Proteobacteria|c__CFGB52534|o__OFGB52534|f__FGB52534|g__GGB59240|s__GGB59240_SGB81015|t__SGB81015	2|1224||||||
